persona_uuid,model_id,ok,elapsed_sec,raw_json,resp_q1_admission_fee_support,resp_q2_alternative_first,resp_q3_oppose_even_with_exemption,resp_q4_willingness_to_pay,resp_q5_open_opinion
346f9f75-1bfe-5dbf-8344-246de3e04805,openrouter/nousresearch/hermes-4-405b,True,12.71,"{
  ""q1_admission_fee_support"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=매우 반대, 3=중립, 5=매우 찬성)"",
    ""description"": 3
  },
  ""q2_alternative_first"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=전혀 그렇지 않다, 3=보통, 5=매우 그렇다)"",
    ""description"": 4
  },
  ""q3_oppose_even_with_exemption"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=여전히 강하게 반대, 3=중립, 5=조건부 찬성으로 입장 변화)"",
    ""description"": 3
  },
  ""q4_willingness_to_pay"": {
    ""type"": ""string"",
    ""options"": [""무료여야 한다"", ""1,000원 미만"", ""1,000~3,000원"", ""3,000~5,000원"", ""5,000~10,000원"", ""10,000원 이상""],
    ""description"": ""1,000~3,000원""
  },
  ""q5_open_opinion"": {
    ""type"": ""string"",
    ""max_length"": 200,
    ""min_length"": 50,
    ""description"": ""제가 사는 시골 마을에선 무료로 볼 수 있는 전시가 얼마 없어서 서울 가면 큰 기대감으로 박물관 가곤 합니다. 돈을 내야 한다면 아쉬운 마음이 들긴 하겠지만, 그래도 문화유산이 제대로 보존되고 전시가 더 좋아진다면 몇 천원 정도는 기꺼이 내겠어요. 다만 꼭 취약계층 할인은 확실하게 지켜져야 한다고 생각합니다.""
  }
}",3.0,4.0,3.0,"1,000~3,000원","제가 사는 시골 마을에선 무료로 볼 수 있는 전시가 얼마 없어서 서울 가면 큰 기대감으로 박물관 가곤 합니다. 돈을 내야 한다면 아쉬운 마음이 들긴 하겠지만, 그래도 문화유산이 제대로 보존되고 전시가 더 좋아진다면 몇 천원 정도는 기꺼이 내겠어요. 다만 꼭 취약계층 할인은 확실하게 지켜져야 한다고 생각합니다."
7e13d668-9da8-583a-beff-1cb088754841,openrouter/nousresearch/hermes-4-405b,True,12.79,"{
  ""q1_admission_fee_support"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=매우 반대, 3=중립, 5=매우 찬성)"",
    ""description"": ""상설 전시 입장료 도입에 대한 전반적 찬반 정도""
  },
  ""q2_alternative_first"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=전혀 그렇지 않다, 3=보통, 5=매우 그렇다)"",
    ""description"": ""유료화 전 대안적 재원 조달 방식 우선 시도에 대한 동의 정도""
  },
  ""q3_oppose_even_with_exemption"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=여전히 강하게 반대, 3=중립, 5=조건부 찬성으로 입장 변화)"",
    ""description"": ""취약계층 면제 조건 부여 시 유료화 반대 완화 정도""
  },
  ""q4_willingness_to_pay"": {
    ""type"": ""string"",
    ""options"": [""무료여야 한다"", ""1,000원 미만"", ""1,000~3,000원"", ""3,000~5,000원"", ""5,000~10,000원"", ""10,000원 이상""],
    ""description"": ""전시 품질 향상 목적 전제 시 지불 의향 금액 구간""
  },
  ""q5_open_opinion"": {
    ""type"": ""string"",
    ""max_length"": 200,
    ""min_length"": 50,
    ""description"": ""유료화에 대한 본인 입장을 담은 자유 서술 (50~200자)""
  }
}",,,,,유료화에 대한 본인 입장을 담은 자유 서술 (50~200자)
5a72b8ba-a7bc-5a6c-8712-a29108aa690d,openrouter/nousresearch/hermes-4-405b,True,12.25,"{
  ""q1_admission_fee_support"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=매우 반대, 3=중립, 5=매우 찬성)"",
    ""description"": ""상설 전시 입장료 도입에 대한 전반적 찬반 정도""
  },
  ""q2_alternative_first"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=전혀 그렇지 않다, 3=보통, 5=매우 그렇다)"",
    ""description"": ""유료화 전 대안적 재원 조달 방식 우선 시도에 대한 동의 정도""
  },
  ""q3_oppose_even_with_exemption"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=여전히 강하게 반대, 3=중립, 5=조건부 찬성으로 입장 변화)"",
    ""description"": ""취약계층 면제 조건 부여 시 유료화 반대 완화 정도""
  },
  ""q4_willingness_to_pay"": {
    ""type"": ""string"",
    ""options"": [""무료여야 한다"", ""1,000원 미만"", ""1,000~3,000원"", ""3,000~5,000원"", ""5,000~10,000원"", ""10,000원 이상""],
    ""description"": ""전시 품질 향상 목적 전제 시 지불 의향 금액 구간""
  },
  ""q5_open_opinion"": {
    ""type"": ""string"",
    ""max_length"": 200,
    ""min_length"": 50,
    ""description"": ""유료화에 대한 본인 입장을 담은 자유 서술 (50~200자)""
  }
}",,,,,유료화에 대한 본인 입장을 담은 자유 서술 (50~200자)
5ff6f325-9905-50ac-b3ba-0e28b9fa4c52,openrouter/nousresearch/hermes-4-405b,True,11.81,"{
  ""q1_admission_fee_support"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=매우 반대, 3=중립, 5=매우 찬성)"",
    ""description"": 2
  },
  ""q2_alternative_first"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=전혀 그렇지 않다, 3=보통, 5=매우 그렇다)"",
    ""description"": 5
  },
  ""q3_oppose_even_with_exemption"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=여전히 강하게 반대, 3=중립, 5=조건부 찬성으로 입장 변화)"",
    ""description"": 3
  },
  ""q4_willingness_to_pay"": {
    ""type"": ""string"",
    ""options"": [""무료여야 한다"", ""1,000원 미만"", ""1,000~3,000원"", ""3,000~5,000원"", ""5,000~10,000원"", ""10,000원 이상""],
    ""description"": ""1,000~3,000원""
  },
  ""q5_open_opinion"": {
    ""type"": ""string"",
    ""max_length"": 200,
    ""min_length"": 50,
    ""description"": ""현재 무료로 운영되는 것이 문화 접근성 확대에 기여하고 있다고 생각합니다. 다만 전시 품질 향상이 필요하다면, 취약계층에게는 계속 무료로 제공하되 일반 성인에게는 1,000~3,000원 수준의 소액 입장료를 도입하는 것은 검토해볼 만하다 생각합니다. 다만 이 경우 수익금이 전시 개선에 실제 쓰이는지 투명하게 공개되어야 합니다.""
  }
}",2.0,5.0,3.0,"1,000~3,000원","현재 무료로 운영되는 것이 문화 접근성 확대에 기여하고 있다고 생각합니다. 다만 전시 품질 향상이 필요하다면, 취약계층에게는 계속 무료로 제공하되 일반 성인에게는 1,000~3,000원 수준의 소액 입장료를 도입하는 것은 검토해볼 만하다 생각합니다. 다만 이 경우 수익금이 전시 개선에 실제 쓰이는지 투명하게 공개되어야 합니다."
e4f908b3-4716-5e47-8b3f-e1b38fe8f7d2,openrouter/nousresearch/hermes-4-405b,True,10.63,"{""q1_admission_fee_support"":{""type"":""integer"",""scale"":""1~5 Likert (1=매우 반대, 3=중립, 5=매우 찬성)"",""description"":1},""q2_alternative_first"":{""type"":""integer"",""scale"":""1~5 Likert (1=전혀 그렇지 않다, 3=보통, 5=매우 그렇다)"",""description"":5},""q3_oppose_even_with_exemption"":{""type"":""integer"",""scale"":""1~5 Likert (1=여전히 강하게 반대, 3=중립, 5=조건부 찬성으로 입장 변화)"",""description"":1},""q4_willingness_to_pay"":{""type"":""string"",""options"":[""무료여야 한다"",""1,000원 미만"",""1,000~3,000원"",""3,000~5,000원"",""5,000~10,000원"",""10,000원 이상""],""description"":""무료여야 한다""},""q5_open_opinion"":{""type"":""string"",""max_length"":200,""min_length"":50,""description"":""우리나라 문화재는 모든 국민이 마음 놓고 볼 수 있어야 한다. 돈 때문에 못 보는 문화유산이 있다면 국가로서 가장 큰 실패다. 나처럼 소득이 없는 어르신들도 문화 혜택을 받아야지.""}}",1.0,5.0,1.0,무료여야 한다,우리나라 문화재는 모든 국민이 마음 놓고 볼 수 있어야 한다. 돈 때문에 못 보는 문화유산이 있다면 국가로서 가장 큰 실패다. 나처럼 소득이 없는 어르신들도 문화 혜택을 받아야지.
af3e1319-4b85-5e01-bca7-85c1a2c522d1,openrouter/nousresearch/hermes-4-405b,True,11.85,"{
  ""q1_admission_fee_support"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=매우 반대, 3=중립, 5=매우 찬성)"",
    ""description"": 2
  },
  ""q2_alternative_first"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=전혀 그렇지 않다, 3=보통, 5=매우 그렇다)"",
    ""description"": 4
  },
  ""q3_oppose_even_with_exemption"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=여전히 강하게 반대, 3=중립, 5=조건부 찬성으로 입장 변화)"",
    ""description"": 2
  },
  ""q4_willingness_to_pay"": {
    ""type"": ""string"",
    ""options"": [""무료여야 한다"", ""1,000원 미만"", ""1,000~3,000원"", ""3,000~5,000원"", ""5,000~10,000원"", ""10,000원 이상""],
    ""description"": ""1,000~3,000원""
  },
  ""q5_open_opinion"": {
    ""type"": ""string"",
    ""max_length"": 200,
    ""min_length"": 50,
    ""description"": ""우리나라 문화를 지키는 곳이니 기본 전시는 무조건 무료로 두는 게 맞다고 생각합니다. 특별전 같은 건 돈을 내더라도 좋지만, 평소에 가볍게 들를 수 있는 공간은 돈이 없어도 갈 수 있게 해야죠. 정부에서 그만큼 예산을 더 지원해 줘야 한다고 봅니다.""
  }
}",2.0,4.0,2.0,"1,000~3,000원","우리나라 문화를 지키는 곳이니 기본 전시는 무조건 무료로 두는 게 맞다고 생각합니다. 특별전 같은 건 돈을 내더라도 좋지만, 평소에 가볍게 들를 수 있는 공간은 돈이 없어도 갈 수 있게 해야죠. 정부에서 그만큼 예산을 더 지원해 줘야 한다고 봅니다."
04e256ca-9ecf-5626-9462-5f0c5216aa80,openrouter/nousresearch/hermes-4-405b,True,11.61,"{
  ""q1_admission_fee_support"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=매우 반대, 3=중립, 5=매우 찬성)"",
    ""description"": 3
  },
  ""q2_alternative_first"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=전혀 그렇지 않다, 3=보통, 5=매우 그렇다)"",
    ""description"": 4
  },
  ""q3_oppose_even_with_exemption"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=여전히 강하게 반대, 3=중립, 5=조건부 찬성으로 입장 변화)"",
    ""description"": 3
  },
  ""q4_willingness_to_pay"": {
    ""type"": ""string"",
    ""options"": [""무료여야 한다"", ""1,000원 미만"", ""1,000~3,000원"", ""3,000~5,000원"", ""5,000~10,000원"", ""10,000원 이상""],
    ""description"": ""1,000~3,000원""
  },
  ""q5_open_opinion"": {
    ""type"": ""string"",
    ""max_length"": 200,
    ""min_length"": 50,
    ""description"": ""사실 나도 서울 가면 가보고 싶은데, 돈 내고 들어가긴 쫌 부담스러워. 차라리 특별전 같은 건 유로화 해서 수익 내는 게 더 낫지 않을까 싶어. 그래도 만약 기본 전시료가 들어간다면 2천원 선에서 용인할 수 있을 것 같아. 너무 비싸면 그냥 포기할 것 같고.""
  }
}",3.0,4.0,3.0,"1,000~3,000원","사실 나도 서울 가면 가보고 싶은데, 돈 내고 들어가긴 쫌 부담스러워. 차라리 특별전 같은 건 유로화 해서 수익 내는 게 더 낫지 않을까 싶어. 그래도 만약 기본 전시료가 들어간다면 2천원 선에서 용인할 수 있을 것 같아. 너무 비싸면 그냥 포기할 것 같고."
a76ab138-8e3e-51f8-a882-188436d14e4b,openrouter/nousresearch/hermes-4-405b,True,11.88,"{""q1_admission_fee_support"":{""type"":""integer"",""scale"":""1~5 Likert (1=매우 반대, 3=중립, 5=매우 찬성)"",""description"":2},""q2_alternative_first"":{""type"":""integer"",""scale"":""1~5 Likert (1=전혀 그렇지 않다, 3=보통, 5=매우 그렇다)"",""description"":5},""q3_oppose_even_with_exemption"":{""type"":""integer"",""scale"":""1~5 Likert (1=여전히 강하게 반대, 3=중립, 5=조건부 찬성으로 입장 변화)"",""description"":3},""q4_willingness_to_pay"":{""type"":""string"",""options"":[""무료여야 한다"",""1,000원 미만"",""1,000~3,000원"",""3,000~5,000원"",""5,000~10,000원"",""10,000원 이상""],""description"":""1,000~3,000원""},""q5_open_opinion"":{""type"":""string"",""max_length"":200,""min_length"":50,""description"":""교육자 출신으로서 청소년들이 무료로 문화유산을 접할 수 있는 기회를 최대한 보장해야 한다고 생각합니다. 무작정 유료화보다 기부금이나 특별전 확대 같은 대안을 우선적으로 모색해야 하며, 설령 도입한다 해도 취약계층에 대한 완충책이 확실하게 마련되어야 합니다.""}}",2.0,5.0,3.0,"1,000~3,000원","교육자 출신으로서 청소년들이 무료로 문화유산을 접할 수 있는 기회를 최대한 보장해야 한다고 생각합니다. 무작정 유료화보다 기부금이나 특별전 확대 같은 대안을 우선적으로 모색해야 하며, 설령 도입한다 해도 취약계층에 대한 완충책이 확실하게 마련되어야 합니다."
73c09e7a-7283-58f6-abdd-7e45f6821156,openrouter/nousresearch/hermes-4-405b,True,25.76,"{
  ""q1_admission_fee_support"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=매우 반대, 3=중립, 5=매우 찬성)"",
    ""description"": 2
  },
  ""q2_alternative_first"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=전혀 그렇지 않다, 3=보통, 5=매우 그렇다)"",
    ""description"": 4
  },
  ""q3_oppose_even_with_exemption"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=여전히 강하게 반대, 3=중립, 5=조건부 찬성으로 입장 변화)"",
    ""description"": 3
  },
  ""q4_willingness_to_pay"": {
    ""type"": ""string"",
    ""options"": [""무료여야 한다"", ""1,000원 미만"", ""1,000~3,000원"", ""3,000~5,000원"", ""5,000~10,000원"", ""10,000원 이상""],
    ""description"": ""1,000~3,000원""
  },
  ""q5_open_opinion"": {
    ""type"": ""string"",
    ""max_length"": 200,
    ""min_length"": 50,
    ""description"": ""국립박물관은 낮은 기회비용으로 문화적 접근을 보장해야 한다고 생각합니다. 소소한 입장료는 괜찮지만, 전시의 완성도와 접근성 사이에서 균형을 잘 잡는 게 중요해요. 예술적 가치를 높이는데 동의하지만, 지나친 상업화는 문화적 독립성을 해칠 수 있죠.""
  }
}",2.0,4.0,3.0,"1,000~3,000원","국립박물관은 낮은 기회비용으로 문화적 접근을 보장해야 한다고 생각합니다. 소소한 입장료는 괜찮지만, 전시의 완성도와 접근성 사이에서 균형을 잘 잡는 게 중요해요. 예술적 가치를 높이는데 동의하지만, 지나친 상업화는 문화적 독립성을 해칠 수 있죠."
b9cffb03-4221-5d32-8edc-5f54750fae4a,openrouter/nousresearch/hermes-4-405b,True,24.34,"{
  ""q1_admission_fee_support"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=매우 반대, 3=중립, 5=매우 찬성)"",
    ""description"": ""상설 전시 입장료 도입에 대한 전반적 찬반 정도""
  },
  ""q2_alternative_first"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=전혀 그렇지 않다, 3=보통, 5=매우 그렇다)"",
    ""description"": ""유료화 전 대안적 재원 조달 방식 우선 시도에 대한 동의 정도""
  },
  ""q3_oppose_even_with_exemption"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=여전히 강하게 반대, 3=중립, 5=조건부 찬성으로 입장 변화)"",
    ""description"": ""취약계층 면제 조건 부여 시 유료화 반대 완화 정도""
  },
  ""q4_willingness_to_pay"": {
    ""type"": ""string"",
    ""options"": [""무료여야 한다"", ""1,000원 미만"", ""1,000~3,000원"", ""3,000~5,000원"", ""5,000~10,000원"", ""10,000원 이상""],
    ""description"": ""전시 품질 향상 목적 전제 시 지불 의향 금액 구간""
  },
  ""q5_open_opinion"": {
    ""type"": ""string"",
    ""max_length"": 200,
    ""min_length"": 50,
    ""description"": ""유료화에 대한 본인 입장을 담은 자유 서술 (50~200자)""
  }
}",,,,,유료화에 대한 본인 입장을 담은 자유 서술 (50~200자)
860fc14a-7766-5e98-9abc-73232a358c56,openrouter/nousresearch/hermes-4-405b,True,13.09,"{
  ""q1_admission_fee_support"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=매우 반대, 3=중립, 5=매우 찬성)"",
    ""description"": 3
  },
  ""q2_alternative_first"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=전혀 그렇지 않다, 3=보통, 5=매우 그렇다)"",
    ""description"": 4
  },
  ""q3_oppose_even_with_exemption"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=여전히 강하게 반대, 3=중립, 5=조건부 찬성으로 입장 변화)"",
    ""description"": 3
  },
  ""q4_willingness_to_pay"": {
    ""type"": ""string"",
    ""options"": [""무료여야 한다"", ""1,000원 미만"", ""1,000~3,000원"", ""3,000~5,000원"", ""5,000~10,000원"", ""10,000원 이상""],
    ""description"": ""1,000~3,000원""
  },
  ""q5_open_opinion"": {
    ""type"": ""string"",
    ""max_length"": 200,
    ""min_length"": 50,
    ""description"": ""저처럼 기장에서 올라가는 사람도 있고 학생들도 있는데 돈 때문에 못 오게 되면 안 되니까, 특별전 같은 거는 유료로 해서 돈을 모으고 상설전시는 쌍둥이 중학생인 우리 조카처럼 공부하는 아이들이라도 무료로 볼 수 있게 하는 게 좋을 것 같아요.""
  }
}",3.0,4.0,3.0,"1,000~3,000원","저처럼 기장에서 올라가는 사람도 있고 학생들도 있는데 돈 때문에 못 오게 되면 안 되니까, 특별전 같은 거는 유료로 해서 돈을 모으고 상설전시는 쌍둥이 중학생인 우리 조카처럼 공부하는 아이들이라도 무료로 볼 수 있게 하는 게 좋을 것 같아요."
ceb0e3d8-b126-55cd-b3ca-da268b2776b4,openrouter/nousresearch/hermes-4-405b,True,13.54,"{""q1_admission_fee_support"":{""type"":""integer"",""scale"":""1~5 Likert (1=매우 반대, 3=중립, 5=매우 찬성)"",""description"":3},""q2_alternative_first"":{""type"":""integer"",""scale"":""1~5 Likert (1=전혀 그렇지 않다, 3=보통, 5=매우 그렇다)"",""description"":4},""q3_oppose_even_with_exemption"":{""type"":""integer"",""scale"":""1~5 Likert (1=여전히 강하게 반대, 3=중립, 5=조건부 찬성으로 입장 변화)"",""description"":2},""q4_willingness_to_pay"":{""type"":""string"",""options"":[""무료여야 한다"",""1,000원 미만"",""1,000~3,000원"",""3,000~5,000원"",""5,000~10,000원"",""10,000원 이상""],""description"":""1,000~3,000원""},""q5_open_opinion"":{""type"":""string"",""max_length"":200,""min_length"":50,""description"":""저희 동네 옷가게도 손님들이랑 차한잔 하며 수다떠는 사랑방 같은 분위기를 중요하게 생각하는데, 박물관도 마찬가지일 것 같아요. 입장료 내고 들어가는 순간부터 뭔가 딱딱해져버리는 느낌이 들 거 같아서 걱정이네요. 예산이 부족하다는 건 알지만, 조금 더 따뜻한 방법으로 해결책을 찾아갔으면 좋겠어요.""}}",3.0,4.0,2.0,"1,000~3,000원","저희 동네 옷가게도 손님들이랑 차한잔 하며 수다떠는 사랑방 같은 분위기를 중요하게 생각하는데, 박물관도 마찬가지일 것 같아요. 입장료 내고 들어가는 순간부터 뭔가 딱딱해져버리는 느낌이 들 거 같아서 걱정이네요. 예산이 부족하다는 건 알지만, 조금 더 따뜻한 방법으로 해결책을 찾아갔으면 좋겠어요."
d86a89a3-3075-514d-bab6-210dd3cce847,openrouter/nousresearch/hermes-4-405b,True,13.27,"{
  ""q1_admission_fee_support"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=매우 반대, 3=중립, 5=매우 찬성)"",
    ""description"": 3
  },
  ""q2_alternative_first"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=전혀 그렇지 않다, 3=보통, 5=매우 그렇다)"",
    ""description"": 5
  },
  ""q3_oppose_even_with_exemption"": {
    ""type"": ""integer"",
    ""scale"": ""1~5 Likert (1=여전히 강하게 반대, 3=중립, 5=조건부 찬성으로 입장 변화)"",
    ""description"": 4
  },
  ""q4_willingness_to_pay"": {
    ""type"": ""string"",
    ""options"": [""무료여야 한다"", ""1,000원 미만"", ""1,000~3,000원"", ""3,000~5,000원"", ""5,000~10,000원"", ""10,000원 이상""],
    ""description"": ""1,000~3,000원""
  },
  ""q5_open_opinion"": {
    ""type"": ""string"",
    ""max_length"": 200,
    ""min_length"": 50,
    ""description"": ""작은 금액이라도 유료화는 저소득층에게 부담이 될 수 있지만, 전시 품질과 문화재 보존에 꼭 필요하다면 조건부로 찬성합니다. 다만 먼저 특별전이나 기부금 같은 다른 방법을 더 시도해 보고, 반드시 취약계층 할인 혜택을 확대해 주어야 한다고 생각해요.""
  }
}",3.0,5.0,4.0,"1,000~3,000원","작은 금액이라도 유료화는 저소득층에게 부담이 될 수 있지만, 전시 품질과 문화재 보존에 꼭 필요하다면 조건부로 찬성합니다. 다만 먼저 특별전이나 기부금 같은 다른 방법을 더 시도해 보고, 반드시 취약계층 할인 혜택을 확대해 주어야 한다고 생각해요."
380e40c3-788e-55f9-a43a-e61cf2d254e2,openrouter/nousresearch/hermes-4-405b,True,12.23,"{""q1_admission_fee_support"":{""type"":""integer"",""scale"":""1~5 Likert (1=매우 반대, 3=중립, 5=매우 찬성)"",""description"":2},""q2_alternative_first"":{""type"":""integer"",""scale"":""1~5 Likert (1=전혀 그렇지 않다, 3=보통, 5=매우 그렇다)"",""description"":4},""q3_oppose_even_with_exemption"":{""type"":""integer"",""scale"":""1~5 Likert (1=여전히 강하게 반대, 3=중립, 5=조건부 찬성으로 입장 변화)"",""description"":3},""q4_willingness_to_pay"":{""type"":""string"",""options"":[""무료여야 한다"",""1,000원 미만"",""1,000~3,000원"",""3,000~5,000원"",""5,000~10,000원"",""10,000원 이상""],""description"":""1,000~3,000원""},""q5_open_opinion"":{""type"":""string"",""max_length"":200,""min_length"":50,""description"":""저는 집에서 가계부를 일 원까지 정확히 정리하는 사람입니다. 국가 예산을 더 효율적으로 쓸 수 있다면 좋겠지만, 평소 자주 찾는 주말 나들이 코스로 애용하는 분들, 특히 아이들을 데리고 오는 학부모들에겐 무게가 될 것 같아요. 특별전을 유료로 하는 건 이해하지만, 기본 전시는 되도록이면 무료로 유지해주면 좋겠습니다.""}}",2.0,4.0,3.0,"1,000~3,000원","저는 집에서 가계부를 일 원까지 정확히 정리하는 사람입니다. 국가 예산을 더 효율적으로 쓸 수 있다면 좋겠지만, 평소 자주 찾는 주말 나들이 코스로 애용하는 분들, 특히 아이들을 데리고 오는 학부모들에겐 무게가 될 것 같아요. 특별전을 유료로 하는 건 이해하지만, 기본 전시는 되도록이면 무료로 유지해주면 좋겠습니다."
eb801111-0e96-5f7b-bfe9-ab0d6e1e16b3,openrouter/nousresearch/hermes-4-405b,True,12.03,"{""q1_admission_fee_support"":{""type"":""integer"",""scale"":""1~5 Likert (1=매우 반대, 3=중립, 5=매우 찬성)"",""description"":2},""q2_alternative_first"":{""type"":""integer"",""scale"":""1~5 Likert (1=전혀 그렇지 않다, 3=보통, 5=매우 그렇다)"",""description"":4},""q3_oppose_even_with_exemption"":{""type"":""integer"",""scale"":""1~5 Likert (1=여전히 강하게 반대, 3=중립, 5=조건부 찬성으로 입장 변화)"",""description"":3},""q4_willingness_to_pay"":{""type"":""string"",""options"":[""무료여야 한다"",""1,000원 미만"",""1,000~3,000원"",""3,000~5,000원"",""5,000~10,000원"",""10,000원 이상""],""description"":""1,000~3,000원""},""q5_open_opinion"":{""type"":""string"",""max_length"":200,""min_length"":50,""description"":""직장인인 내가 가려는 사람은 아니라지만, 그래도 우리 세금으로 운영되는 박물관이니까 무료가 기본이 아닌가 싶어요. 특별전 같은 건 돈 내고 보는 거고, 기본 전시는 국민들한테 그냥 열어두는 게 맞다고 생각합니다. 요즘 물가도 비싼데 가계 부담이 걱정이에요.""}}",2.0,4.0,3.0,"1,000~3,000원","직장인인 내가 가려는 사람은 아니라지만, 그래도 우리 세금으로 운영되는 박물관이니까 무료가 기본이 아닌가 싶어요. 특별전 같은 건 돈 내고 보는 거고, 기본 전시는 국민들한테 그냥 열어두는 게 맞다고 생각합니다. 요즘 물가도 비싼데 가계 부담이 걱정이에요."
2df8cdfb-472a-5f5d-80ae-37b8d1d8af0a,openrouter/nousresearch/hermes-4-405b,True,12.51,"{""q1_admission_fee_support"":{""type"":""integer"",""scale"":""1~5 Likert (1=매우 반대, 3=중립, 5=매우 찬성)"",""description"":3},""q2_alternative_first"":{""type"":""integer"",""scale"":""1~5 Likert (1=전혀 그렇지 않다, 3=보통, 5=매우 그렇다)"",""description"":5},""q3_oppose_even_with_exemption"":{""type"":""integer"",""scale"":""1~5 Likert (1=여전히 강하게 반대, 3=중립, 5=조건부 찬성으로 입장 변화)"",""description"":2},""q4_willingness_to_pay"":{""type"":""string"",""options"":[""무료여야 한다"",""1,000원 미만"",""1,000~3,000원"",""3,000~5,000원"",""5,000~10,000원"",""10,000원 이상""],""description"":""1,000~3,000원""},""q5_open_opinion"":{""type"":""string"",""max_length"":200,""min_length"":50,""description"":""평소에 집에서 TV보며 소일하는 노인들에게 무료로 문화생활 할 수 있는 곳이 몇 안 되는데, 그마저 돈내고 들어가야 한다면 참으로 서글픈 일입니다. 돈 많은 사람들은 해외 나가 놀러다니고, 우리 같은 서민들은 동네 공원 산책이 전부일진데, 박물관 하나라도 마음 놓고 들어갈 수 있게 해주었으면 합니다.""}}",3.0,5.0,2.0,"1,000~3,000원","평소에 집에서 TV보며 소일하는 노인들에게 무료로 문화생활 할 수 있는 곳이 몇 안 되는데, 그마저 돈내고 들어가야 한다면 참으로 서글픈 일입니다. 돈 많은 사람들은 해외 나가 놀러다니고, 우리 같은 서민들은 동네 공원 산책이 전부일진데, 박물관 하나라도 마음 놓고 들어갈 수 있게 해주었으면 합니다."
82b4bac0-11d2-5df2-9c44-96a60d0e23fc,openrouter/nousresearch/hermes-4-405b,True,11.05,"{""q1_admission_fee_support"":{""type"":""integer"",""scale"":""1~5 Likert (1=매우 반대, 3=중립, 5=매우 찬성)"",""description"":2},""q2_alternative_first"":{""type"":""integer"",""scale"":""1~5 Likert (1=전혀 그렇지 않다, 3=보통, 5=매우 그렇다)"",""description"":5},""q3_oppose_even_with_exemption"":{""type"":""integer"",""scale"":""1~5 Likert (1=여전히 강하게 반대, 3=중립, 5=조건부 찬성으로 입장 변화)"",""description"":3},""q4_willingness_to_pay"":{""type"":""string"",""options"":[""무료여야 한다"",""1,000원 미만"",""1,000~3,000원"",""3,000~5,000원"",""5,000~10,000원"",""10,000원 이상""],""description"":""1,000~3,000원""},""q5_open_opinion"":{""type"":""string"",""max_length"":200,""min_length"":50,""description"":""우리 세금으로 만든 박물관이 돈을 더 내란 소리는 좀 그렇다. 특별전 같은 건 이해가 가지만 기본 전시는 그래도 무료가 좋은 것 같다. 대신 기부나 후원 같은 방법으로 돈을 모으는 게 더 좋을 것 같다.""}}",2.0,5.0,3.0,"1,000~3,000원",우리 세금으로 만든 박물관이 돈을 더 내란 소리는 좀 그렇다. 특별전 같은 건 이해가 가지만 기본 전시는 그래도 무료가 좋은 것 같다. 대신 기부나 후원 같은 방법으로 돈을 모으는 게 더 좋을 것 같다.
